"total","correcto","exactitud","verdaderos_positivos","verdaderos_negativos","falsos_positivos","falsos_negativos","clases","recall_por_clase","precision_por_clase","especificidad_por_clase","macro_recall","macro_precision","macro_especificidad","macro_f_score_2","macro_f_score_1","macro_f_score_0.5","cantidad_k_subconjuntos","numero_arboles","numero_atributos","tiempo_de_ejecucion","timestamp","semilla"
178,172,0.9662921348314607,"[59, 65, 48]","[116, 107, 127]","[3, 0, 3]","[0, 6, 0]",[1. 2. 3.],"[1.0, 0.9154929577464789, 1.0]","[0.9516129032258065, 1.0, 0.9411764705882353]","[0.9747899159663865, 1.0, 0.9769230769230769]",0.971830985915493,0.9642631246046806,0.9839043309631545,0.969606432861413,0.9669286447361314,0.9650553720935644,5,10,4,1.136228322982788,1718935084,5
178,172,0.9662921348314607,"[59, 65, 48]","[116, 107, 127]","[3, 0, 3]","[0, 6, 0]",[1. 2. 3.],"[1.0, 0.9154929577464789, 1.0]","[0.9516129032258065, 1.0, 0.9411764705882353]","[0.9747899159663865, 1.0, 0.9769230769230769]",0.971830985915493,0.9642631246046806,0.9839043309631545,0.969606432861413,0.9669286447361314,0.9650553720935644,5,10,4,0.8967788219451904,1718936808,5
178,172,0.9662921348314607,"[59, 65, 48]","[116, 107, 127]","[3, 0, 3]","[0, 6, 0]",[1. 2. 3.],"[1.0, 0.9154929577464789, 1.0]","[0.9516129032258065, 1.0, 0.9411764705882353]","[0.9747899159663865, 1.0, 0.9769230769230769]",0.971830985915493,0.9642631246046806,0.9839043309631545,0.969606432861413,0.9669286447361314,0.9650553720935644,5,10,4,0.9354681968688965,1718937022,5
178,172,0.9662921348314607,"[59, 65, 48]","[116, 107, 127]","[3, 0, 3]","[0, 6, 0]",[1. 2. 3.],"[1.0, 0.9154929577464789, 1.0]","[0.9516129032258065, 1.0, 0.9411764705882353]","[0.9747899159663865, 1.0, 0.9769230769230769]",0.971830985915493,0.9642631246046806,0.9839043309631545,0.969606432861413,0.9669286447361314,0.9650553720935644,5,10,4,1.8119838237762451,1718937195,5
178,172,0.9662921348314607,"[59, 65, 48]","[116, 107, 127]","[3, 0, 3]","[0, 6, 0]",[1. 2. 3.],"[1.0, 0.9154929577464789, 1.0]","[0.9516129032258065, 1.0, 0.9411764705882353]","[0.9747899159663865, 1.0, 0.9769230769230769]",0.971830985915493,0.9642631246046806,0.9839043309631545,0.969606432861413,0.9669286447361314,0.9650553720935644,5,10,4,0.8963851928710938,1718937515,5
178,172,0.9662921348314607,"[59, 65, 48]","[116, 107, 127]","[3, 0, 3]","[0, 6, 0]",[1. 2. 3.],"[1.0, 0.9154929577464789, 1.0]","[0.9516129032258065, 1.0, 0.9411764705882353]","[0.9747899159663865, 1.0, 0.9769230769230769]",0.971830985915493,0.9642631246046806,0.9839043309631545,0.969606432861413,0.9669286447361314,0.9650553720935644,5,10,4,0.8873770236968994,1718937550,5
178,172,0.9662921348314607,"[59, 65, 48]","[116, 107, 127]","[3, 0, 3]","[0, 6, 0]",[1. 2. 3.],"[1.0, 0.9154929577464789, 1.0]","[0.9516129032258065, 1.0, 0.9411764705882353]","[0.9747899159663865, 1.0, 0.9769230769230769]",0.971830985915493,0.9642631246046806,0.9839043309631545,0.969606432861413,0.9669286447361314,0.9650553720935644,5,10,4,0.8785390853881836,1718937901,5
178,172,0.9662921348314607,"[59, 65, 48]","[116, 107, 127]","[3, 0, 3]","[0, 6, 0]",[1. 2. 3.],"[1.0, 0.9154929577464789, 1.0]","[0.9516129032258065, 1.0, 0.9411764705882353]","[0.9747899159663865, 1.0, 0.9769230769230769]",0.971830985915493,0.9642631246046806,0.9839043309631545,0.969606432861413,0.9669286447361314,0.9650553720935644,5,10,4,0.9402151107788086,1718938152,5
178,172,0.9662921348314607,"[59, 65, 48]","[116, 107, 127]","[3, 0, 3]","[0, 6, 0]",[1. 2. 3.],"[1.0, 0.9154929577464789, 1.0]","[0.9516129032258065, 1.0, 0.9411764705882353]","[0.9747899159663865, 1.0, 0.9769230769230769]",0.971830985915493,0.9642631246046806,0.9839043309631545,0.969606432861413,0.9669286447361314,0.9650553720935644,5,10,4,0.976006031036377,1718938170,5
178,172,0.9662921348314607,"[59, 65, 48]","[116, 107, 127]","[3, 0, 3]","[0, 6, 0]",[1. 2. 3.],"[1.0, 0.9154929577464789, 1.0]","[0.9516129032258065, 1.0, 0.9411764705882353]","[0.9747899159663865, 1.0, 0.9769230769230769]",0.971830985915493,0.9642631246046806,0.9839043309631545,0.969606432861413,0.9669286447361314,0.9650553720935644,5,10,4,0.8849799633026123,1718938400,5
178,172,0.9662921348314607,"[59, 65, 48]","[116, 107, 127]","[3, 0, 3]","[0, 6, 0]",[1. 2. 3.],"[1.0, 0.9154929577464789, 1.0]","[0.9516129032258065, 1.0, 0.9411764705882353]","[0.9747899159663865, 1.0, 0.9769230769230769]",0.971830985915493,0.9642631246046806,0.9839043309631545,0.969606432861413,0.9669286447361314,0.9650553720935644,5,10,4,0.8982398509979248,1718941111,5
178,172,0.9662921348314607,"[59, 65, 48]","[116, 107, 127]","[3, 0, 3]","[0, 6, 0]",[1. 2. 3.],"[1.0, 0.9154929577464789, 1.0]","[0.9516129032258065, 1.0, 0.9411764705882353]","[0.9747899159663865, 1.0, 0.9769230769230769]",0.971830985915493,0.9642631246046806,0.9839043309631545,0.969606432861413,0.9669286447361314,0.9650553720935644,5,10,4,0.7933270931243896,1718941549,5
178,172,0.9662921348314607,"[59, 65, 48]","[116, 107, 127]","[3, 0, 3]","[0, 6, 0]",[1. 2. 3.],"[1.0, 0.9154929577464789, 1.0]","[0.9516129032258065, 1.0, 0.9411764705882353]","[0.9747899159663865, 1.0, 0.9769230769230769]",0.971830985915493,0.9642631246046806,0.9839043309631545,0.969606432861413,0.9669286447361314,0.9650553720935644,5,10,4,0.8704776763916016,1718941613,5
178,172,0.9662921348314607,"[59, 65, 48]","[116, 107, 127]","[3, 0, 3]","[0, 6, 0]",[1. 2. 3.],"[1.0, 0.9154929577464789, 1.0]","[0.9516129032258065, 1.0, 0.9411764705882353]","[0.9747899159663865, 1.0, 0.9769230769230769]",0.971830985915493,0.9642631246046806,0.9839043309631545,0.969606432861413,0.9669286447361314,0.9650553720935644,5,10,4,1.1651346683502197,1718942676,5
178,172,0.9662921348314607,"[59, 65, 48]","[116, 107, 127]","[3, 0, 3]","[0, 6, 0]",[1. 2. 3.],"[1.0, 0.9154929577464789, 1.0]","[0.9516129032258065, 1.0, 0.9411764705882353]","[0.9747899159663865, 1.0, 0.9769230769230769]",0.971830985915493,0.9642631246046806,0.9839043309631545,0.969606432861413,0.9669286447361314,0.9650553720935644,5,10,4,1.5838751792907715,1718942767,5
