"total","correcto","exactitud","verdaderos_positivos","verdaderos_negativos","falsos_positivos","falsos_negativos","clases","recall_por_clase","precision_por_clase","especificidad_por_clase","macro_recall","macro_precision","macro_especificidad","macro_f_score_2","macro_f_score_1","macro_f_score_0.5","cantidad_k_subconjuntos","numero_arboles","numero_atributos","tiempo_de_ejecucion","timestamp","semilla"
1000,635,0.635,"[51, 1, 48, 535]","[818, 977, 729, 111]","[34, 1, 71, 259]","[97, 21, 152, 95]",["'high qualif/self emp/mgmt'" "'unemp/unskilled non res'"
 "'unskilled resident'" 'skilled'],"[0.34459459459459457, 0.045454545454545456, 0.24, 0.8492063492063492]","[0.6, 0.5, 0.40336134453781514, 0.6738035264483627]","[0.960093896713615, 0.9989775051124744, 0.91125, 0.3]",0.3698138723138723,0.5442912177465444,0.7925803504565223,0.37513809494221795,0.39336162673254416,0.43676871521874583,5,10,4,12.254317045211792,1718935080,5
1000,635,0.635,"[51, 1, 48, 535]","[818, 977, 729, 111]","[34, 1, 71, 259]","[97, 21, 152, 95]",["'high qualif/self emp/mgmt'" "'unemp/unskilled non res'"
 "'unskilled resident'" 'skilled'],"[0.34459459459459457, 0.045454545454545456, 0.24, 0.8492063492063492]","[0.6, 0.5, 0.40336134453781514, 0.6738035264483627]","[0.960093896713615, 0.9989775051124744, 0.91125, 0.3]",0.3698138723138723,0.5442912177465444,0.7925803504565223,0.37513809494221795,0.39336162673254416,0.43676871521874583,5,10,4,9.893388032913208,1718936805,5
1000,635,0.635,"[51, 1, 48, 535]","[818, 977, 729, 111]","[34, 1, 71, 259]","[97, 21, 152, 95]",["'high qualif/self emp/mgmt'" "'unemp/unskilled non res'"
 "'unskilled resident'" 'skilled'],"[0.34459459459459457, 0.045454545454545456, 0.24, 0.8492063492063492]","[0.6, 0.5, 0.40336134453781514, 0.6738035264483627]","[0.960093896713615, 0.9989775051124744, 0.91125, 0.3]",0.3698138723138723,0.5442912177465444,0.7925803504565223,0.37513809494221795,0.39336162673254416,0.43676871521874583,5,10,4,10.265180826187134,1718937019,5
1000,635,0.635,"[51, 1, 48, 535]","[818, 977, 729, 111]","[34, 1, 71, 259]","[97, 21, 152, 95]",["'high qualif/self emp/mgmt'" "'unemp/unskilled non res'"
 "'unskilled resident'" 'skilled'],"[0.34459459459459457, 0.045454545454545456, 0.24, 0.8492063492063492]","[0.6, 0.5, 0.40336134453781514, 0.6738035264483627]","[0.960093896713615, 0.9989775051124744, 0.91125, 0.3]",0.3698138723138723,0.5442912177465444,0.7925803504565223,0.37513809494221795,0.39336162673254416,0.43676871521874583,5,10,4,9.997853994369507,1718937192,5
1000,635,0.635,"[51, 1, 48, 535]","[818, 977, 729, 111]","[34, 1, 71, 259]","[97, 21, 152, 95]",["'high qualif/self emp/mgmt'" "'unemp/unskilled non res'"
 "'unskilled resident'" 'skilled'],"[0.34459459459459457, 0.045454545454545456, 0.24, 0.8492063492063492]","[0.6, 0.5, 0.40336134453781514, 0.6738035264483627]","[0.960093896713615, 0.9989775051124744, 0.91125, 0.3]",0.3698138723138723,0.5442912177465444,0.7925803504565223,0.37513809494221795,0.39336162673254416,0.43676871521874583,5,10,4,10.863969087600708,1718937512,5
1000,635,0.635,"[51, 1, 48, 535]","[818, 977, 729, 111]","[34, 1, 71, 259]","[97, 21, 152, 95]",["'high qualif/self emp/mgmt'" "'unemp/unskilled non res'"
 "'unskilled resident'" 'skilled'],"[0.34459459459459457, 0.045454545454545456, 0.24, 0.8492063492063492]","[0.6, 0.5, 0.40336134453781514, 0.6738035264483627]","[0.960093896713615, 0.9989775051124744, 0.91125, 0.3]",0.3698138723138723,0.5442912177465444,0.7925803504565223,0.37513809494221795,0.39336162673254416,0.43676871521874583,5,10,4,9.67604398727417,1718937547,5
1000,635,0.635,"[51, 1, 48, 535]","[818, 977, 729, 111]","[34, 1, 71, 259]","[97, 21, 152, 95]",["'high qualif/self emp/mgmt'" "'unemp/unskilled non res'"
 "'unskilled resident'" 'skilled'],"[0.34459459459459457, 0.045454545454545456, 0.24, 0.8492063492063492]","[0.6, 0.5, 0.40336134453781514, 0.6738035264483627]","[0.960093896713615, 0.9989775051124744, 0.91125, 0.3]",0.3698138723138723,0.5442912177465444,0.7925803504565223,0.37513809494221795,0.39336162673254416,0.43676871521874583,5,10,4,10.374843835830688,1718937898,5
1000,719,0.719,"[115, 604]","[604, 115]","[96, 185]","[185, 96]",['bad' 'good'],"[0.38333333333333336, 0.8628571428571429]","[0.5450236966824644, 0.7655259822560203]","[0.8628571428571429, 0.38333333333333336]",0.6230952380952381,0.6552748394692424,0.6230952380952381,0.6244862096345654,0.6306902937260721,0.6429086991846328,5,10,4,8.516489028930664,1718938149,5
1000,719,0.719,"[115, 604]","[604, 115]","[96, 185]","[185, 96]",['bad' 'good'],"[0.38333333333333336, 0.8628571428571429]","[0.5450236966824644, 0.7655259822560203]","[0.8628571428571429, 0.38333333333333336]",0.6230952380952381,0.6552748394692424,0.6230952380952381,0.6244862096345654,0.6306902937260721,0.6429086991846328,5,10,4,10.694525957107544,1718938167,5
1000,719,0.719,"[115, 604]","[604, 115]","[96, 185]","[185, 96]",['bad' 'good'],"[0.38333333333333336, 0.8628571428571429]","[0.5450236966824644, 0.7655259822560203]","[0.8628571428571429, 0.38333333333333336]",0.6230952380952381,0.6552748394692424,0.6230952380952381,0.6244862096345654,0.6306902937260721,0.6429086991846328,5,10,4,8.504691123962402,1718938397,5
1000,719,0.719,"[115, 604]","[604, 115]","[96, 185]","[185, 96]",['bad' 'good'],"[0.38333333333333336, 0.8628571428571429]","[0.5450236966824644, 0.7655259822560203]","[0.8628571428571429, 0.38333333333333336]",0.6230952380952381,0.6552748394692424,0.6230952380952381,0.6244862096345654,0.6306902937260721,0.6429086991846328,5,10,4,8.82417106628418,1718941108,5
1000,719,0.719,"[115, 604]","[604, 115]","[96, 185]","[185, 96]",['bad' 'good'],"[0.38333333333333336, 0.8628571428571429]","[0.5450236966824644, 0.7655259822560203]","[0.8628571428571429, 0.38333333333333336]",0.6230952380952381,0.6552748394692424,0.6230952380952381,0.6244862096345654,0.6306902937260721,0.6429086991846328,5,10,4,7.778879880905151,1718941546,5
1000,719,0.719,"[115, 604]","[604, 115]","[96, 185]","[185, 96]",['bad' 'good'],"[0.38333333333333336, 0.8628571428571429]","[0.5450236966824644, 0.7655259822560203]","[0.8628571428571429, 0.38333333333333336]",0.6230952380952381,0.6552748394692424,0.6230952380952381,0.6244862096345654,0.6306902937260721,0.6429086991846328,5,10,4,7.093339204788208,1718941611,5
1000,719,0.719,"[115, 604]","[604, 115]","[96, 185]","[185, 96]",['bad' 'good'],"[0.38333333333333336, 0.8628571428571429]","[0.5450236966824644, 0.7655259822560203]","[0.8628571428571429, 0.38333333333333336]",0.6230952380952381,0.6552748394692424,0.6230952380952381,0.6244862096345654,0.6306902937260721,0.6429086991846328,5,10,4,14.637458324432373,1718942671,5
1000,719,0.719,"[115, 604]","[604, 115]","[96, 185]","[185, 96]",['bad' 'good'],"[0.38333333333333336, 0.8628571428571429]","[0.5450236966824644, 0.7655259822560203]","[0.8628571428571429, 0.38333333333333336]",0.6230952380952381,0.6552748394692424,0.6230952380952381,0.6244862096345654,0.6306902937260721,0.6429086991846328,5,10,4,10.915051937103271,1718942762,5
1000,719,0.719,"[115, 604]","[604, 115]","[96, 185]","[185, 96]",['bad' 'good'],"[0.38333333333333336, 0.8628571428571429]","[0.5450236966824644, 0.7655259822560203]","[0.8628571428571429, 0.38333333333333336]",0.6230952380952381,0.6552748394692424,0.6230952380952381,0.6244862096345654,0.6306902937260721,0.6429086991846328,5,10,4,9.231971740722656,1718942812,5
1000,719,0.719,"[115, 604]","[604, 115]","[96, 185]","[185, 96]",['bad' 'good'],"[0.38333333333333336, 0.8628571428571429]","[0.5450236966824644, 0.7655259822560203]","[0.8628571428571429, 0.38333333333333336]",0.6230952380952381,0.6552748394692424,0.6230952380952381,0.6244862096345654,0.6306902937260721,0.6429086991846328,5,10,4,7.715939044952393,1718949346,5
1000,719,0.719,"[115, 604]","[604, 115]","[96, 185]","[185, 96]",['bad' 'good'],"[0.38333333333333336, 0.8628571428571429]","[0.5450236966824644, 0.7655259822560203]","[0.8628571428571429, 0.38333333333333336]",0.6230952380952381,0.6552748394692424,0.6230952380952381,0.6244862096345654,0.6306902937260721,0.6429086991846328,5,10,4,6.43241810798645,1718949483,5
